Index,trx,ns,nh,nd,nc,ss,sh,sd,sc,es,eh,ed,ec,ws,wh,wd,wc
459,4,T76,9653,A432,J5,KQ53,T7,Q,AT8762,98,AQJ2,J765,Q43,AJ42,K84,KT98,K9
460,6,AKT52,J,652,QJ62,QJ3,K654,QT8,T98,987,932,J94,A543,64,AQT87,AK73,K7
461,4,96542,64,K875,64,JT8,KJT75,AQJ2,5,K3,A832,43,QJT83,AQ7,Q9,T96,AK972
462,1,T632,6542,QT,KT4,QJ54,K83,754,962,K87,AQJT7,KJ6,Q7,A9,9,A9832,AJ853
463,8,J52,KQ9,54,JT843,AT98,J873,AQ7,A2,KQ,AT652,832,K75,7643,4,KJT96,Q96
464,3,A73,KT5,987,AQT2,T952,J983,J4,J75,QJ6,62,AT632,863,K84,AQ74,KQ5,K94
465,5,KQ82,T987,T7,943,J43,6432,AQ5,AQ6,96,KQ,J9842,KT72,AT75,AJ5,K63,J85
466,5,JT9,A873,9873,A5,Q8732,QJ5,JT,J76,5,964,KQ,KT98432,AK64,KT2,A6542,Q
467,4,72,K98,T83,AT863,AKT653,JT3,J64,5,J94,62,AQ9,KQ974,Q8,AQ754,K752,J2
468,0,-,Q975,QT,QJ87432,J87653,J86,93,T9,AK,T32,KJ87652,6,QT942,AK4,A4,AK5
469,9,AKT5,72,KQ4,A975,J82,K93,A65,6432,Q97,T,JT982,KJT8,643,AQJ8654,73,Q
470,4,Q874,Q96,QJ63,92,A,T8432,5,KQJT87,KJ5,A7,AKT97,A53,T9632,KJ5,842,64
471,4,A,J2,AT763,QT852,J987643,8,84,KJ7,KQ5,AK653,Q5,943,T2,QT974,KJ92,A6
472,7,QT84,6,K642,6543,A2,AKQJ7,983,A92,J963,9,AQJT75,Q8,K75,T85432,-,KJT7
473,9,832,9,KJT2,T9842,AJ96,AK7,AQ63,Q5,T75,QT65,94,KJ76,KQ4,J8432,875,A3
474,6,J52,T632,K872,75,AK764,A75,AQJT,6,Q983,KQ,9654,A93,T,J984,3,KQJT842
475,6,Q84,A942,52,KT53,AKJT75,T7,983,J8,632,KJ6,T64,9742,9,Q853,AKQJ7,AQ6
476,8,QT3,AK73,865,AJ4,AKJ94,952,KT,875,762,JT64,AJ2,632,85,Q8,Q9743,KQT9
477,7,A65,J3,A876,AJ76,Q87,875,JT9,KQ54,T93,Q9642,KQ5,83,KJ42,AKT,432,T92
478,13,932,AKJT5,K9,Q94,AKQJ6,86,AJ83,A8,84,Q74,6,KJ76532,T75,932,QT7542,T
479,10,AT98,KJ964,T,QT5,KJ64,A8,KQ94,J92,-,T52,876532,AK86,Q7532,Q73,AJ,743
480,5,AQ7,J8752,Q75,J8,J952,KT3,KT842,4,K843,964,AJ,AK72,T6,AQ,963,QT9653
481,5,-,KJ972,JT874,A74,KT8763,T865,-,QJ3,Q942,A4,AK95,T96,AJ5,Q3,Q632,K852
482,8,J97,AJ54,A,T9742,KT52,K6,KJT3,Q63,4,QT9832,975,AKJ,AQ863,7,Q8642,85
483,5,AQ432,J865,J2,JT,KT75,9,K953,8432,J96,AQT742,T8,K9,8,K3,AQ764,AQ765
484,6,K84,AKT2,JT5,A43,QT76532,63,Q3,76,J,Q987,AK974,KQT,A9,J54,862,J9852
485,4,K3,JT65,KT9,Q832,T8,-,Q8764,AKJ964,QJ765,AKQ,J3,T75,A942,987432,A52,-
486,8,K97,T842,-,KJ9874,Q5,KJ5,AT95,T632,AT6432,A93,K7,Q5,J8,Q76,QJ86432,A
487,12,AT874,KT,AKQT,52,KQ,875,J65432,A9,J95,AJ64,7,QJ764,632,Q932,98,KT83
488,5,9543,A654,QT97,J,8,KQJT,K8532,Q98,KJ762,9,A4,K6532,AQT,8732,J6,AT74
489,5,QT2,98,K632,8754,A63,AJ64,JT4,A32,KJ7,Q732,87,KJ96,9854,KT5,AQ95,QT
490,8,QJ4,KQ952,AT54,A,9853,A86,98,KJ62,A6,T,KJ6,QT98753,KT72,J743,Q732,4
491,5,J,KQ9652,AQ42,T4,KT9743,4,T97,Q86,865,J83,KJ65,A97,AQ2,AT7,83,KJ532
492,10,9642,82,KQ7,KJT9,QJ53,AQ94,A8,AQ7,A7,765,J6542,852,KT8,KJT3,T93,643
493,9,QJ932,Q62,K7,AQJ,K,J954,A98652,97,A8754,K7,43,KT84,T6,AT83,QJT,6532
494,6,T92,QT64,765,AQ9,7,J872,AKQ94,J43,AKQJ5,K93,JT3,KT,8643,A5,82,87652
495,11,Q7,AKT8,J8,Q9832,AK9,J76,AQ65,K54,652,Q54,K73,AJ76,JT843,932,T942,T
496,7,652,754,KJ2,JT94,A983,A2,T5,AKQ72,Q,KQT983,AQ63,53,KJT74,J6,9874,86
497,5,AJ,9764,KQ732,QT,862,AKQ3,T65,973,53,852,A984,K852,KQT974,JT,J,AJ64
498,8,K95,AQ943,T3,AQ3,Q64,J5,KQ52,8654,AJ,T82,J984,KT92,T8732,K76,A76,J7
499,4,T2,J5,JT94,KQJ84,QJ75,764,A653,72,86,K832,K7,A9653,AK943,AQT9,Q82,T
500,6,AQJ73,QT2,64,T53,K642,J986,AQJ9,4,8,AK54,KT75,KQ86,T95,73,832,AJ972
501,1,Q6432,A9842,43,9,KT985,75,J72,Q83,J,QJT63,A8,AK742,A7,K,KQT965,JT65
502,9,K932,5,A98,K9764,AQT7,A82,KQ74,T3,654,QJ764,632,J2,J8,KT93,JT5,AQ85
503,6,8,AKQ96,KT54,K95,T954,JT85,3,QT82,Q76,4,AQJ96,AJ73,AKJ32,732,872,64
504,6,Q53,AJ83,JT,8532,KJ,Q964,Q87,AT74,A864,T2,A965,QJ6,T972,K75,K432,K9
505,4,Q7432,52,J9842,2,AK9,KJT764,73,43,J8,A98,T65,AJT75,T65,Q3,AKQ,KQ986
506,6,J765,3,KQ954,QT3,AK43,AJ8,J,J8642,QT9,974,T762,975,82,KQT652,A83,AK
507,9,KQ853,42,Q4,AQ42,A642,KT86,KJ7,K9,-,AQ53,A96532,J75,JT97,J97,T8,T863
508,7,AJ975,A7,975,KT8,Q863,985,KJ,AJ62,T2,JT432,A632,Q7,K4,KQ6,QT84,9543
509,3,6543,Q976,972,82,Q7,JT42,AQT,KQT3,J92,K8,KJ4,A9654,AKT8,A53,8653,J7
510,11,A765,T74,AK,QT98,T,A63,Q42,AK6432,KQ9832,8,T9873,7,J4,KQJ952,J65,J5
511,5,65,K8,K952,AJT64,AK9843,76,T7,Q73,QJT,AJT95,864,82,72,Q432,AQJ3,K95
512,8,A95,AKQJ8,Q5,975,QJ8,T6,KT987,T32,K743,42,642,AKQ6,T62,9753,AJ3,J84
513,6,Q752,K95,AT9,752,JT6,Q64,Q62,KQ93,K83,J83,K7,JT864,A94,AT72,J8543,A
514,9,84,AJ6532,AK8,65,J93,KQT,Q542,AT2,KQ52,9,JT63,Q943,AT76,874,97,KJ87
515,7,8742,43,T42,AQT9,AJT953,KQ9,65,62,6,A76,AQ73,KJ753,KQ,JT852,KJ98,84
516,2,K94,A84,732,KJ96,3,QJ753,64,QT532,JT652,K96,AQJ,A4,AQ87,T2,KT985,87
517,8,QT9,Q3,Q8542,643,AK764,AT9,T6,QT5,853,J8642,J973,2,J2,K75,AK,AKJ987
518,8,J852,A54,A9,AK95,Q7,QJ8763,QJ8,76,K63,K9,543,J8432,AT94,T2,KT762,QT
519,5,AJ,A2,KT82,A8742,9642,JT654,J4,T3,T3,Q987,A75,KQJ6,KQ875,K3,Q963,95
520,10,AK83,AJ54,KJT3,7,JT9,KQ732,9,AK94,52,9,AQ7652,T653,Q764,T86,84,QJ82
521,6,JT,A865,A864,AQJ,4,QT72,KQJ52,K72,732,K943,73,T983,AKQ9865,J,T9,654
522,6,A972,9,KQJ7,8432,J63,AQ643,965,QT,KQ84,T85,A84,J96,T5,KJ72,T32,AK75
523,3,Q94,QJ8,QT875,Q3,JT,975,42,AT8754,AK87632,KT2,K6,K,5,A643,AJ93,J962
524,3,T952,AJ2,A842,97,K8,T87,K73,QT543,AJ6,53,JT95,AJ62,Q743,KQ964,Q6,K8
525,6,AK63,T86,T642,K9,Q975,K9752,AK9,T,4,AJ4,8753,76542,JT82,Q3,QJ,AQJ83
526,3,6532,87,8764,J63,K8,KQ942,KT9,A95,QT4,AJ5,AQ2,KT72,AJ97,T63,J53,Q84
527,7,A62,KJ76,Q852,A4,KT9,T3,JT64,JT95,Q843,982,A973,K2,J75,AQ54,K,Q8763
528,8,AKT94,32,AK5,T64,2,A9875,Q92,KJ95,5,KQJT6,74,AQ873,QJ8763,4,JT863,2
529,9,KQ32,A9873,75,86,A7,KQT,J642,A752,54,J652,AQ,KJT94,JT986,4,KT983,Q3
530,7,J98,A3,AT94,AQ74,7,Q952,KJ76,K952,QT6543,KT76,Q,T3,AK2,J84,8532,J86
531,12,AQT987,AK5,A5,J6,KJ4,Q732,JT4,A92,632,984,K8,QT543,5,JT6,Q97632,K87
532,3,T,KQJT743,T75,K4,KJ2,86,J842,J532,A4,A2,96,AQT9876,Q987653,95,AKQ3,-
533,3,QJ874,T32,K9843,-,T962,AKJ8,QT6,54,53,Q6,A7,AKQ8632,AK,9754,J52,JT97
534,5,T875,J63,654,Q73,4,KQT8,KQJT7,AJ8,KQJ963,A742,-,K95,A2,95,A9832,T642
535,7,QJT642,A2,543,94,A97,96,KQT98,K53,853,KJ85,AJ62,A6,K,QT743,7,QJT872
536,7,J732,A8,AJ92,Q54,AQT,Q2,T75,KJ763,4,KT9,K643,AT982,K9865,J76543,Q8,-
537,2,J975,KJ853,65,97,62,72,932,AQ8654,AQ4,QT6,KQT7,KJ2,KT83,A94,AJ84,T3
538,2,J,T9872,Q7,96432,T987543,-,KT4,QJ7,AQ2,AQJ543,J93,8,K6,K6,A8652,AKT5
539,4,84,KJ98,AK,JT953,QJ732,-,8752,Q876,9,5432,QJT96,K42,AKT65,AQT76,43,A
540,6,32,QJ954,K62,Q74,KQ964,K,T94,KT96,85,A3,AQJ83,8532,AJT7,T8762,75,AJ
541,8,A83,5,T632,AK853,KT7,AQJT842,54,Q,Q2,K973,AK7,9742,J9654,6,QJ98,JT6
542,6,JT,AQ63,QT98,A87,Q7,J98,AJ75,JT42,A943,T74,K6,K965,K8652,K52,432,Q3
543,6,J8742,KT8752,5,3,KQ,J,QJT8,AJ9864,T65,Q63,A732,KQ7,A93,A94,K964,T52
544,5,AJ,9764,KQ732,QT,862,AKQ3,T65,973,53,852,A984,K852,KQT974,JT,J,AJ64
545,7,JT82,JT3,K2,QT72,93,AKQ75,J987,AJ,A6,64,A653,K9643,KQ754,982,QT4,85
546,3,95,9632,643,KJ76,K74,AQT84,J975,8,JT32,KJ75,QT,Q43,AQ86,-,AK82,AT952
547,5,K7,8,J8542,Q7654,J94,KJ974,AQ,K83,AT8653,QT,96,AJ9,Q2,A6532,KT73,T2
548,4,QT65,7432,J8,963,932,T86,QT32,AJ7,AK4,AK,AK9654,KT,J87,QJ95,7,Q8542
549,11,A97,JT96,J,KQJ75,Q8,A875,AKQ,AT84,KT65,KQ32,852,92,J432,4,T97643,63
550,2,542,QJT76,T86,93,KQJ63,43,K942,85,8,K82,AQJ73,AQJ7,AT97,A95,5,KT642
551,10,AK63,962,KJT3,K8,QJ9,Q87,A2,AJ432,8742,KJT,Q86,T65,T5,A543,9754,Q97
552,7,KT8,KJ754,Q6,A84,A9532,T2,KT84,T2,Q74,Q986,A2,K653,J6,A3,J9753,QJ97
553,10,AT93,AQT,4,KJ654,54,K7432,AQ93,Q3,87,J6,7652,AT987,KQJ62,985,KJT8,2
554,5,A985,A64,3,98762,J42,KQ72,JT72,K3,KQT,983,Q985,AJ4,763,JT5,AK64,QT5
555,7,8,K973,J854,A983,J72,AT5,AT9,JT54,AQT5,8642,632,K2,K9643,QJ,KQ7,Q76
556,6,QT42,J64,T52,AJ2,A6,KQT92,9843,T7,87,8753,K7,KQ984,KJ953,A,AQJ6,653
557,11,KQJ652,A5,K,KJ85,3,Q864,A98,A9643,A984,KJ7,T642,Q2,T7,T932,QJ753,T7
558,6,J3,J765,A972,QJT,Q964,K92,KT53,87,T2,AQ843,QJ,AK96,AK875,T,864,5432
559,9,QJ2,KJ6,AJ7,AK42,T965,43,KQT83,Q6,43,AT5,6542,JT75,AK87,Q9872,9,983
560,4,KQ8,6,Q92,Q97653,542,QJ,A643,AJT4,A73,AK52,K875,K8,JT96,T98743,JT,2
561,8,52,Q85,AJ73,Q742,AJT4,A943,Q6,K53,86,KJT72,K542,T6,KQ973,6,T98,AJ98
562,9,AK96,Q9,AKJ94,42,852,K85,875,AJ87,QJ3,J74,Q62,KT65,T74,AT632,T3,Q93
563,7,875,9753,K84,532,KQJ9,A4,A653,A98,A64,QJ82,QJ9,J64,T32,KT6,T72,KQT7
564,4,A6,Q42,K3,QJT542,984,53,QJT854,K3,KT5,AKJ8,976,A86,QJ732,T976,A2,97
565,2,A4,T43,JT8543,J2,K853,J65,62,T854,J962,Q87,Q97,A63,QT7,AK92,AK,KQ97
566,7,QJ763,J2,A853,A4,52,KQT963,62,K83,K984,75,JT9,J952,AT,A84,KQ74,QT76
567,5,75,98,A532,KQT83,Q964,J4,K7,AJ952,83,AKT653,J984,7,AKJT2,Q72,QT6,64
568,0,95,84,J87653,984,T4,KQJT92,Q2,653,A86,A63,A9,AKQT7,KQJ732,75,KT4,J2
569,5,76,T4,AQ542,J864,54,KQ63,J97,KQT3,A32,9752,K63,952,KQJT98,AJ8,T8,A7
570,3,Q9,7542,KJ6,6543,KJ543,K93,542,AJ,AT7,AT6,A983,Q87,862,QJ8,QT7,KT92
571,4,Q86,KT874,J7,K75,AKT3,QJ,8,T98632,J7,A62,AKQ642,J4,9542,953,T953,AQ
572,8,A2,A,A6543,KT853,J,QT8643,KQ,QJ42,Q9853,J9752,T82,-,KT764,K,J97,A976
573,8,QJ6,T98432,6,QT7,72,K5,AKQJ87,A64,KT943,A6,T54,K85,A85,QJ7,932,J932
574,5,-,A9653,QT732,KQJ,84,KQT2,AJ984,95,AKQJ973,J,K,T874,T652,874,65,A632
575,6,K54,Q64,QT854,85,QT76,T7,AKJ2,AT6,83,KJ983,7,KJ942,AJ92,A52,963,Q73
576,9,7543,K3,64,AT972,KJ962,AT9,AK752,-,T8,87642,QJT,K85,AQ,QJ5,983,QJ643
577,3,Q72,98652,74,Q53,AT4,QJ3,9653,K64,K863,AK7,J82,AJ7,J95,T4,AKQT,T982
578,6,KJ752,A4,QJ,QT72,QT,K9852,T654,86,A84,J3,AK87,AJ94,963,QT76,932,K53
579,2,K52,J986,Q7,J953,3,A754,T942,AT84,QJ9874,KQT,K65,Q,AT6,32,AJ83,K762
580,6,A954,AT74,A985,7,T,K32,JT63,98432,K8732,J6,Q2,AK65,QJ6,Q985,K74,QJT
581,3,95,KJ9,AK542,T87,QJ763,T2,963,J52,T8,A7543,QT7,A43,AK42,Q86,J8,KQ96
582,11,AT4,KJT85,KJ,T92,KQJ2,A3,AT32,Q84,987,Q64,98,AKJ53,653,972,Q7654,76
583,9,KJ8,AQ753,2,KJ73,Q4,K96,AJ43,T962,752,T84,KQ97,AQ8,AT963,J2,T865,54
584,5,T9874,752,K53,T5,65,AK64,A742,Q96,QJ32,T98,6,AK732,AK,QJ3,QJT98,J84
585,9,AT,Q983,T984,AT4,J85,A64,AKJ7,KQ8,Q72,K5,Q653,J932,K9643,JT72,2,765
586,4,KT975,2,KT,AKQ85,-,98765,7652,JT96,AQ832,A43,QJ94,2,J64,KQJT,A83,743
587,7,T6,AKT42,AT98,K2,KJ97532,653,5,J4,AQ,987,K7643,QT9,84,QJ,QJ2,A87653
588,6,Q754,73,KT8,QJT9,AJT862,5,A73,732,3,JT986,J65,K854,K9,AKQ42,Q942,A6
589,2,5,J98,KQ72,KQT86,T872,Q4,J3,J9532,J64,T6532,AT4,74,AKQ93,AK7,9865,A
590,6,K2,962,AJT53,854,Q97,KJ4,K87,QT92,AJT86,853,Q4,AJ6,543,AQT7,962,K73
591,6,KT,KJ73,T65,T873,-,A986,AJ32,A9542,Q9875,T4,K984,Q6,AJ6432,Q52,Q7,KJ
592,11,976,QJ,A642,AK76,A3,AKT8632,J,J83,KQJ4,97,KT983,95,T852,54,Q75,QT42
593,7,K983,A642,A5,J95,AT54,Q73,QT7,A63,62,KT5,843,K8742,QJ7,J98,KJ962,QT
594,6,T9,AJ7,AJ82,AK42,J7642,T96,Q4,QT6,K85,53,K76,J9875,AQ3,KQ842,T953,3
595,9,83,KQT43,J985,AK,AJ762,A5,Q6,T965,Q4,8762,T73,QJ74,KT95,J9,AK42,832
596,5,J542,654,AK65,32,Q8,AJT97,J94,T94,K,KQ82,Q872,AJ87,AT9763,3,T3,KQ65
597,8,K,A76,K93,KJT854,Q82,Q53,AT42,932,JT76,JT4,QJ876,Q,A9543,K982,5,A76
598,6,A6,JT7,T643,J982,95,AQ865,KJ,KQ64,QJ7,K932,9872,T7,KT8432,4,AQ5,A53
599,2,8,87643,QJT98,QJ,AJ9,JT92,542,KT5,QT7652,K,K73,873,K43,AQ5,A6,A9642
600,6,Q972,KJT62,52,A7,A65,98,AT93,JT85,KJT4,A3,J764,K92,83,Q754,KQ8,Q643
601,5,A743,T5,J752,Q85,KT95,Q73,K,K9764,Q,AJ,QT9643,AT32,J862,K98642,A8,J
602,6,AT942,AT952,J,Q2,K875,J7,T2,AJ873,3,KQ643,KQ86,954,QJ6,8,A97543,KT6
603,8,KT3,AT432,752,A8,A52,8,A943,KT952,Q,Q65,KQT8,J7643,J98764,KJ97,J6,Q
604,7,AKT8,543,J62,AJ7,Q642,K8,A854,Q83,975,AT976,KQ,T92,J3,QJ2,T973,K654
605,8,A53,KT5,KT4,8643,K8,AJ983,875,JT2,742,62,AQJ63,975,QJT96,Q74,92,AKQ
606,12,43,62,KT8,AKJ985,AQ872,AJ7,AJ5,Q6,KJT6,KQT3,Q963,7,95,9854,742,T432
607,3,Q72,98652,74,Q53,AT4,QJ3,9653,K64,K863,AK7,J82,AJ7,J95,T4,AKQT,T982
608,5,AQJT,32,A54,J963,842,984,T87,A875,9653,AQJ7,QJ9,K2,K7,KT65,K632,QT4
609,9,AJ53,KQ7,J95,974,Q9764,AJ5,QT62,A,T82,T6,K743,Q532,K,98432,A8,KJT86
610,11,AKQJ3,AKJT,64,43,54,Q,AKT9852,Q98,972,76543,QJ3,K5,T86,982,7,AJT762
611,5,T872,KT64,QJT4,7,3,J82,A532,AK954,K94,Q75,K987,JT8,AQJ65,A93,6,Q632
612,9,KQ982,Q2,83,T973,A3,J9854,AKJ,K85,JT4,AK3,QT54,A62,765,T76,9762,QJ4
613,8,K62,Q7,A73,KJ962,AQJ954,A9864,-,73,73,KT52,Q952,T54,T8,J3,KJT864,AQ8
614,1,76,A,KQ73,KT7532,J92,762,T9542,J4,KQT4,QJ9843,86,6,A853,KT5,AJ,AQ98
615,0,J965432,T,863,K8,-,AQJ987432,K74,3,KQT87,65,AQJ9,Q5,A,K,T52,AJT97642
616,1,8,AQ4,8632,K7652,Q76542,J763,5,43,AKJ3,85,AT74,JT9,T9,KT92,KQJ9,AQ8
617,10,AQ94,AQT8,A6,KT9,T,964,KQ83,Q8742,K73,KJ73,97542,3,J8652,52,JT,AJ65
618,4,A94,JT83,KT,Q973,J32,KQ52,9864,J5,QT6,A74,Q7532,A6,K875,96,AJ,KT842
619,9,A52,AK8,AQ764,J4,QT8,9763,K95,Q73,76,54,J32,K98652,KJ943,QJT2,T8,AT
620,4,T6,KQJ2,K852,Q43,J2,8653,AQ9,K976,AKQ8743,T,J,JT85,95,A974,T7643,A2
621,6,AT2,54,QT,AQT975,KJ76,JT6,KJ82,K8,Q98,KQ9832,A73,6,543,A7,9654,J432
622,5,T832,T932,AQJ,74,Q975,J65,952,AK5,J4,A874,T43,Q932,AK6,KQ,K876,JT86
623,12,K85,964,AT,AKJ92,A9643,AKT8,J,T54,QJ72,732,K7,Q863,T,QJ5,Q9865432,7
624,7,AKJ96,AJ32,T3,QJ,T2,964,Q984,K753,Q84,7,AKJ72,AT92,753,KQT85,65,864
625,7,T5,96,KT832,KQ74,KQ3,JT3,AJ965,T5,J84,87542,4,9863,A9762,AKQ,Q7,AJ2
626,6,3,J,8765432,9862,86,AQ5,A9,AKJT75,KJ97542,K43,T,Q3,AQT,T98762,KQJ,4
627,8,2,J72,KQ963,AK86,K54,AQ8,JT852,JT,JT97,K643,A7,942,AQ863,T95,4,Q753
628,6,JT3,AJ9,98,QJ975,K5,QT532,AK4,T32,AQ2,K864,Q76,A84,98764,7,JT532,K6
629,7,J3,5,AQJ8,AQ8752,T8764,QJ9632,K,T,9,K4,9752,KJ9643,AKQ52,AT87,T643,-
630,1,6,643,J653,86432,J9753,Q8,K972,KJ,KQ84,AT75,AQT84,-,AT2,KJ92,-,AQT975
631,11,KQJ652,K54,Q4,Q6,AT98,Q7,AJ65,KT3,4,AT832,87,A7542,73,J96,KT932,J98
632,3,T742,J4,K83,AT32,KJ963,KQ765,76,8,Q5,AT83,QJ,Q9754,A8,92,AT9542,KJ6
633,7,AK6,K952,AJ3,Q72,T7,AQJ4,T85,9653,QJ953,T763,97,T4,842,8,KQ642,AKJ8
634,12,95,A754,AQJT7,JT,A62,96,K64,AKQ82,QT4,KQJ3,952,765,KJ873,T82,83,943
635,9,T7,A,KJ9643,AQJ5,K9,QJ5,A82,T8632,QJ62,T987,QT75,7,A8543,K6432,-,K94
636,7,J,AK852,A92,JT62,KQ8,643,QT7654,Q,T962,T97,KJ8,K43,A7543,QJ,3,A9875
637,9,T763,T632,T6,QJ5,AQ2,KQ9,Q73,AKT4,8,J874,98542,872,KJ954,A5,AKJ,963
638,2,T6542,97,K53,JT9,Q,8542,9876,A653,AKJ8,AJT3,AQ42,7,973,KQ6,JT,KQ842
639,4,972,KQ87542,T7,8,Q,T9,J95432,AKQ4,AJ85,J63,Q86,952,KT643,A,AK,JT763
640,10,AT6,8,A987,K9765,Q853,AKJT743,J,T,K94,962,QT6543,8,J72,Q5,K2,AQJ432
641,9,KJ4,AJT6,K4,Q963,QT2,83,Q75,AK852,A98765,Q954,J3,4,3,K72,AT9862,JT7
642,12,A3,J4,AJ7632,J42,85,AKQ32,QT5,A87,QT9764,6,K84,KQ9,KJ2,T9875,9,T653
643,10,AQ84,KQT95,J2,A3,KJT95,72,KT9,QT9,76,J,Q87654,8764,32,A8643,A3,KJ52
644,10,Q95,Q76,JT2,A875,AK7,JT,KQ6,KJ942,T32,A2,A98743,T6,J864,K98543,5,Q3
645,9,32,52,Q8,AK95432,AJ6,AQJ9876,A2,Q,K754,3,KT94,JT76,QT98,KT4,J7653,8
646,5,Q4,AJ8,AT63,Q984,963,K654,KQ954,T,T8,T7,J872,J7532,AKJ752,Q932,-,AK6
647,4,9743,A963,A,T975,K62,52,QT963,A63,J5,KQJ4,KJ852,84,AQT8,T87,74,KQJ2
648,6,96543,QT73,53,K7,KT,K98,KT84,QT98,QJ82,A2,A2,AJ632,A7,J654,QJ976,54
649,8,K8,KT74,J6,AT542,AT75,932,Q82,Q93,96432,A,A954,K87,QJ,QJ865,KT73,J6
650,6,8,JT76432,A42,K4,943,Q95,KJ8,AQT9,AK52,AK,T965,J52,QJT76,8,Q73,8763
651,8,KJ,J5,AQ9762,Q72,Q976,K63,4,AKT54,A8532,QT7,K5,J98,T4,A9842,JT83,63
652,7,KT94,2,A82,AKT75,Q82,AJ83,74,9432,AJ765,7654,Q65,J,3,KQT9,KJT93,Q86
653,4,KJT,QJT863,85,43,A8764,95,A763,76,2,A72,JT2,AJ9852,Q953,K4,KQ94,KQT
654,6,9,KQ742,9763,Q43,T82,AT83,KT4,AT2,J7543,J95,AQ5,J8,AKQ6,6,J82,K9765
655,4,A,J2,AT763,QT852,J987643,8,84,KJ7,KQ5,AK653,Q5,943,T2,QT974,KJ92,A6
656,6,Q6,AQT5,AK84,832,T9,J42,T32,AJ754,J72,K9873,QJ76,6,AK8543,6,95,KQT9
657,7,J984,A7,AQ876,86,AK6,QT9852,K543,-,Q753,K43,T,AK543,T2,J6,J92,QJT972
658,6,T652,AK9643,-,QT5,Q7,75,AJT84,8742,K3,JT,Q976532,J9,AJ984,Q82,K,AK63
659,7,T65,2,KQT6,KT643,J98,AKJT53,A43,5,AK74,86,87,AQJ92,Q32,Q974,J952,87
660,3,J54,JT964,T9,862,QT9,753,74,AKJ95,8732,K82,AKJ52,T,AK6,AQ,Q863,Q743
661,7,865,A762,KT7,T92,QJ2,Q9,J642,KJ87,K973,KJ,A9853,A3,AT4,T8543,Q,Q654
662,10,KJ54,4,AQJ98,K98,Q32,AK976,K2,JT2,T76,JT3,753,AQ73,A98,Q852,T64,654
663,11,AQ9853,J92,J6,QJ,KT72,AT,AK7,A752,4,Q85,8543,K9863,J6,K7643,QT92,T4
664,5,9865,QJ62,JT9,K6,74,AT3,Q6432,AT7,AQJ,K5,A5,Q98532,KT32,9874,K87,J4
665,9,AJ43,-,AKQ7,Q9632,T8652,AK6,J98,84,K7,Q932,6432,AT5,Q9,JT8754,T5,KJ7
666,3,AKJT862,KQ3,-,K43,9,762,Q76,QT8652,Q74,J5,KT95432,9,53,AT984,AJ8,AJ7
667,7,5,T964,A7,KQT876,AQJ32,AKJ2,52,32,K984,Q,KJT9843,5,T76,8753,Q6,AJ94
668,9,A954,KT765,J,A87,T8,4,AKQ973,QJ32,KJ63,2,652,KT965,Q72,AQJ983,T84,4
669,1,3,T52,A8753,J943,T64,KQJ73,6,Q762,AKQJ9872,86,42,5,5,A94,KQJT9,AKT8
670,7,AK643,K932,83,KT,QT85,AQ4,J52,A98,92,765,K4,QJ7654,J7,JT8,AQT976,32
671,3,96,KT832,62,JT73,KQ732,J4,J973,52,T84,AQ75,KQT,AQ8,AJ5,96,A854,K964
672,4,JT93,K976,65,A76,K84,52,KJ73,J854,75,Q843,AT94,QT9,AQ62,AJT,Q82,K32
673,3,Q65,AJ83,QT75,QJ,984,K9754,A98,32,KJ2,QT2,K642,K97,AT73,6,J3,AT8654
674,6,KQ7,J743,K4,J742,AT9865,Q,AQ73,T6,J,T982,9652,Q985,432,AK65,JT8,AK3
675,6,93,KQJ9,KQJ98,J3,AJ52,654,AT73,Q6,KQT864,A2,-,A9742,7,T873,6542,KT85
676,5,T65,J75,AT,AK965,J7,A94,Q9543,872,932,Q862,J8,QJ43,AKQ84,KT3,K762,T
677,4,J8652,AK7543,T,K,AQ43,J98,K3,9872,K9,62,A9765,AJ54,T7,QT,QJ842,QT63
678,7,QJ9742,AQ7,6,962,A8,K92,T532,AJ83,K653,J86,AK974,T,T,T543,QJ8,KQ754
679,8,K2,A432,AKT92,J7,A875,KQ96,Q86,64,QJT3,T5,J3,AK982,964,J87,754,QT53
680,5,JT9,QT42,82,KQT7,AQ76,AK7,J,98652,K532,J953,A54,J3,84,86,KQT9763,A4
681,9,976,9853,KJT94,J,AK8,Q6,AQ63,AK92,QJ32,K74,8,T6543,T54,AJT2,752,Q87
682,6,84,Q72,QJ76,Q653,AJT9532,K8,AK3,T,K6,AT9543,954,J9,Q7,J6,T82,AK8742
683,9,3,9854,A43,KT975,AJT,Q62,KQJ87,AJ,K96542,K3,52,632,Q87,AJT7,T96,Q84
684,9,654,AQ975,Q7,T43,AQJ,T6,AK98,J962,T872,J2,JT5,K875,K93,K843,6432,AQ
685,8,AT85,QT8,63,QJ64,Q732,AKJ754,K8,2,K6,63,Q972,A9753,J94,92,AJT54,KT8
686,2,9,A,Q732,KQT9832,7,JT9763,AJ95,J5,AJ84,KQ42,K86,76,KQT6532,85,T4,A4
687,7,KT832,Q,J32,Q873,Q65,AKJT64,K6,T9,AJ74,98,AQ7,KJ54,9,7532,T9854,A62
688,6,A8,A763,T9752,75,JT732,Q8,KQ8,J64,KQ,K42,A63,AKQT3,9654,JT95,J4,982
