Index,trx,ns,nh,nd,nc,ss,sh,sd,sc,es,eh,ed,ec,ws,wh,wd,wc
458,7,AQ,KJ843,75,K854,KT2,AQT75,Q4,QT9,J75,92,AJT92,J73,98643,6,K863,A62
459,9,K9654,K7,AK8,KQ3,T8,T982,Q75,AJ65,A73,QJ63,632,974,QJ2,A54,JT94,T82
460,2,QT5,QT74,T9753,5,864,K9,QJ64,A986,AK97,2,82,KQJ743,J32,AJ8653,AK,T2
461,6,AT84,J82,T2,KQ97,Q,K76543,743,854,K9765,T9,AQJ5,JT,J32,AQ,K986,A632
462,10,AQ9753,A3,9,KQ42,-,JT4,AKQ42,AT865,JT62,92,JT765,97,K84,KQ8765,83,J3
463,5,J85432,AQ96,T,95,AT96,3,974,AJ864,K,K74,AKQ8532,73,Q7,JT852,J6,KQT2
464,5,J76,JT42,9764,84,A842,K973,AT,AT5,K95,8,K8532,KJ96,QT3,AQ65,QJ,Q732
465,9,KT86,J964,AK,AJ9,J753,K2,976,KQ62,Q942,Q853,84,T84,A,AT7,QJT532,753
466,8,AJ43,3,T5,QJT943,T82,AT954,76,AK5,97,KQJ87,J984,87,KQ65,62,AKQ32,62
467,8,J95,K95,AK962,Q4,AT42,A7632,QT,86,K73,Q,J754,AJ732,Q86,JT84,83,KT95
468,6,A83,KQJ72,J84,KT,T97654,A54,T5,J6,K,T86,A9632,AQ92,QJ2,93,KQ7,87543
469,3,QJ765,KJT874,-,J8,83,A6,Q732,K9732,T2,Q92,AJ865,AQ6,AK94,53,KT94,T54
470,5,J72,QJ84,AJT3,J3,AK5,A975,9764,75,86,2,52,AKT98642,QT943,KT63,KQ8,Q
471,8,Q5,6532,AQJ84,Q8,K842,AKT,T72,K96,AJT96,Q98,95,J75,73,J74,K63,AT432
472,9,972,KT9,KT642,K5,653,AQJ62,A3,AJ2,AQ84,54,Q85,Q973,KJT,873,J97,T864
473,8,Q53,T632,Q953,A3,AKJ62,4,AKT4,J64,T8,QJ5,872,KQ985,974,AK987,J6,T72
474,4,AJ632,J5,AK98,K7,K975,T92,62,8652,8,AKQ6,J743,J943,QT4,8743,QT5,AQT
475,6,K2,KT643,KJ854,Q,JT96,AQ98,973,KJ,Q73,J752,T2,8542,A854,-,AQ6,AT9763
476,8,Q42,AQJ8,Q53,A93,AKJ75,97,T72,T62,983,T6432,J,KQ87,T6,K5,AK9864,J54
477,3,J63,JT75,J,98642,AQT7,3,873,AKQJ5,K82,K862,AKQ954,-,954,AQ94,T62,T73
478,6,43,QJ832,62,AT87,AT986,6,AQ754,Q2,752,AK5,J3,KJ643,KQJ,T974,KT98,95
479,6,Q8,AKJ75,A653,T3,AJ6543,82,T72,J8,K,Q943,KQ4,AK742,T972,T6,J98,Q965
480,11,AJ2,K632,AQ6,J73,Q974,Q94,K7,AQ85,K863,87,J9842,T9,T5,AJT5,T53,K642
481,3,864,642,Q873,765,T73,A9,K54,AQT84,J9,KJT,AJ92,KJ93,AKQ52,Q8753,T6,2
482,6,JT874,KJT65,T,Q5,K6,A83,Q75,T9876,AQ9,Q94,J63,AJ43,532,72,AK9842,K2
483,3,K87532,7,842,Q86,Q94,Q842,95,AJ42,6,AJ95,J763,K953,AJT,KT63,AKQT,T7
484,6,QJT6,Q5,AJ875,KQ,K52,A862,T963,T9,A74,KJT43,K2,865,983,97,Q4,AJ7432
485,8,65,A43,QJ82,QT83,AKQ973,Q2,94,A62,J42,KT5,KT65,954,T8,J9876,A73,KJ7
486,1,87542,JT763,J4,Q,T,85,KQ8632,KT94,A,Q94,AT975,J653,KQJ963,AK2,-,A872
487,8,Q83,A84,Q7,AQJ92,AKJT75,95,J3,654,2,KQJT3,T642,K73,964,762,AK985,T8
488,10,AQJ8,AK5,65,K973,974,QJ2,A842,AT6,K52,T86,JT7,J852,T63,9743,KQ93,Q4
489,4,83,A98743,J75,K5,A4,QT,Q42,QJT832,KJT6,J52,A9,A964,Q9752,K6,KT863,7
490,5,KQJ9,KJ7,Q85,642,83,T85,KT32,J985,AT754,Q2,A74,KT7,62,A9643,J96,AQ3
491,9,AK94,Q86,7543,A6,T7,AT52,A6,QJ872,QJ82,J97,K,KT954,653,K43,QJT982,3
492,7,A974,KT87,J,AK93,Q32,A6542,A4,742,T8,QJ9,KQT532,J8,KJ65,3,9876,QT65
493,9,JT97652,KQ93,J5,-,Q,AT4,AT973,AQ52,K4,85,Q62,K98764,A83,J762,K84,JT3
494,7,A73,AQJ83,83,T98,K,T94,JT,AQ75432,J9852,6,KQ654,J6,QT64,K752,A972,K
495,10,K986,A94,AJ975,J,AQ42,8,K2,KQ9852,T7,QJT53,T86,A64,J53,K762,Q43,T73
496,5,QT862,Q4,874,KQ6,3,J9532,AKQ2,432,KJ94,T7,J3,JT875,A75,AK86,T965,A9
497,8,KQ972,-,T652,AT82,J43,AKQJT,KJ8,75,65,8543,A974,QJ3,AT8,9762,Q3,K964
498,6,Q753,75,A5,KT942,6,A8432,Q642,A53,AJ942,K9,KJ,Q876,KT8,QJT6,T9873,J
499,5,K843,K8,K2,AQJ72,J7,JT75,T876543,-,9,AQ42,Q9,K98653,AQT652,963,AJ,T4
500,2,QT742,KQ864,J,Q8,9853,32,A63,T762,KJ,T975,Q985,K54,A6,AJ,KT742,AJ93
501,2,97653,T,T72,KT62,AQJT84,A6,Q9,Q95,K2,KJ83,AK843,A3,-,Q97542,J65,J874
502,6,K85,KQJT84,9,QT5,JT9,A73,KQT76,94,AQ762,962,A8,872,43,5,J5432,AKJ63
503,7,94,3,KJT8,AQ8652,AKJ87,Q,A95,KJ73,QT632,T9752,74,4,5,AKJ864,Q632,T9
504,8,AK7,J5,74,KQJT95,93,T863,KT953,A2,QT85,2,AQJ8,8764,J642,AKQ974,62,3
505,4,T73,9742,AJ,A963,A9865,AJ,542,854,KQ2,653,KT863,T7,J4,KQT8,Q97,KQJ2
506,9,973,8765,K8,AKT5,KT2,A932,AQ732,6,54,KJT,9654,QJ42,AQJ86,Q4,JT,9873
507,4,K82,QJ642,AK97,2,97,9875,83,KQT53,653,3,QJT62,A864,AQJT4,AKT,54,J97
508,5,A3,K875,T97,AT85,842,QT96,K52,QJ7,QT7,AJ43,AQ6,943,KJ965,2,J843,K62
509,11,K65,AK2,AQT,AKT6,T32,J9,852,Q8532,AJ98,QT653,KJ3,9,Q74,874,9764,J74
510,9,6,K642,KQT5,K952,AKQT943,J9,4,QT8,87,AQ,A8762,J643,J52,T8753,J93,A7
511,7,AKJ86,2,AK84,985,T753,KQ874,9,KT4,-,AJT93,QJ6532,A7,Q942,65,T7,QJ632
512,6,42,83,KJT9542,62,AQJ76,KQJ94,-,954,985,AT2,Q73,AJT3,KT3,765,A86,KQ87
513,4,K97,QT8532,KQ,K3,J2,96,T9653,A984,QT864,KJ,74,T752,A53,A74,AJ82,QJ6
514,12,94,A953,AQT8,Q32,AQJ865,K,952,AK6,T3,QJT872,43,JT8,K72,64,KJ76,9754
515,8,QT84,AKT8,A8,732,A72,J43,QJT72,K5,KJ9,Q972,K93,984,653,65,654,AQJT6
516,5,KJ,QJ8753,KJ93,K,Q73,9,T642,QJT96,A84,KT64,87,8752,T9652,A2,AQ5,A43
517,6,-,Q32,KQ863,T9642,JT93,KT,972,AK73,86542,J65,A54,Q8,AKQ7,A9874,JT,J5
518,11,32,AKT8762,9,AJ6,KT,Q93,AKQ5,QT75,Q8764,54,JT86,42,AJ95,J,7432,K983
519,10,AKJ75,AJT,92,J63,962,8,Q8764,AKT5,QT3,K743,AKJ53,8,84,Q9652,T,Q9742
520,6,Q852,7,A76,AQ987,KJ7,QJ9543,-,J653,A93,A2,KT532,KT4,T64,KT86,QJ984,2
521,10,7,543,AKJ95,AJ97,J8532,AKT982,8,8,AKQT6,Q6,Q76,Q64,94,J7,T432,KT532
522,9,A2,KQ9872,A,Q952,KT98754,A6,84,J6,Q63,J43,QJ732,T7,J,T5,KT965,AK843
523,8,K,AQJ6,J53,AQ865,QJ,K873,A762,973,52,T942,KQ84,KJT,AT987643,5,T9,42
524,6,JT2,AJ95,Q42,A92,K98,T82,965,JT84,A764,KQ73,KJT,Q5,Q53,64,A873,K763
525,4,5,AJT63,AK4,A932,Q8643,75,62,8754,AJ72,42,QJT85,KQ,KT9,KQ98,973,JT6
526,4,K2,876,AK7,KJ742,J98,QT,JT632,Q86,T643,K9532,Q84,A,AQ75,AJ4,95,T953
527,6,AKJ8654,3,AJ,AQ4,32,2,QT7653,JT52,9,AKJ984,K82,K87,QT7,QT765,94,963
528,5,T763,82,AJT82,T6,Q92,Q65,5,KQ8532,K84,JT94,KQ764,A,AJ5,AK73,93,J974
529,6,QT8,2,KQJ753,AJ2,KJ65,A3,82,QT976,972,JT94,964,K43,A43,KQ8765,AT,85
530,5,T862,AT83,873,K4,QJ754,Q76,AKQ,73,K3,J942,J5,Q9865,A9,K5,T9642,AJT2
531,6,QT982,KJ43,7,J85,A763,Q,Q986,A942,J4,9865,T43,QT76,K5,AT72,AKJ52,K3
532,8,J82,K754,AKT,T64,AKT,J6,J8432,QJ9,Q953,AQT8,965,75,764,932,Q7,AK832
533,9,QT2,-,Q974,AK8642,AKJ853,JT843,A,3,9764,Q7,KJ6,QT75,-,AK9652,T8532,J9
534,12,AJT2,876,K94,A86,K7,KJ9542,AT,K53,Q83,Q,Q762,JT972,9654,AT3,J853,Q4
535,5,Q8,JT742,95,AK43,9643,A83,K82,QT8,AJT72,KQ,T743,65,K5,965,AQJ6,J972
536,6,K98,QT54,QT8,A76,T73,63,AJ3,QT832,Q65,KJ2,K9762,J5,AJ42,A987,54,K94
537,7,QT9,AJT764,KQT,4,J752,-,AJ642,A952,AK43,Q95,7,KT876,86,K832,9853,QJ3
538,3,AK76,763,J87,542,54,AQT982,QT54,K,9,KJ54,AK62,QT86,QJT832,-,93,AJ973
539,7,6,KJT983,JT2,864,AK3,642,KQ974,97,Q742,Q7,A85,AK32,JT985,A5,63,QJT5
540,2,98542,T8,J,AQT52,QJ,A95,T9854,643,KT763,Q73,A32,J8,A,KJ642,KQ76,K97
541,6,84,J43,QT62,Q532,AKJ2,6,AJ9853,K9,Q7,AT9752,74,T84,T9653,KQ8,K,AJ76
542,5,T432,A7,AT9,8632,K98,J93,Q875,A75,A65,T84,K643,KT4,QJ7,KQ652,J2,QJ9
543,4,93,J7642,K85,853,T62,AKQ,A643,J62,AJ4,T95,JT97,KQ9,KQ875,83,Q2,AT74
544,10,AQ4,AK85,AQ9,874,JT95,Q6,872,AQ52,872,9732,KJT,963,K63,JT4,6543,KJT
545,4,2,QJT732,Q85,JT6,JT,984,AK764,AQ4,AKQ8643,A6,T,973,975,K5,J932,K852
546,4,AJT84,952,K6,K64,Q632,T873,AT3,T9,K75,KQJ,QJ987,J5,9,A64,542,AQ8732
547,5,J9,954,AJ9752,K7,AK754,3,Q,Q98652,86,KJ876,T863,A3,QT32,AQT2,K4,JT4
548,6,AQ9,AJ743,Q85,Q6,T8,865,K6432,J83,K763,QT,JT,KT942,J542,K92,A97,A75
549,10,A754,A652,AQT6,9,KQJ82,-,K52,KQJ63,3,QJ9,873,AT8542,T96,KT8743,J94,7
550,9,QT5,A6,A97,KQT83,A,JT9542,T2,A764,J42,83,KQJ863,J9,K98763,KQ7,54,52
551,10,A7532,AQJT9,4,85,Q6,6432,AKJT,KJ3,JT94,875,873,AQ7,K8,K,Q9652,T9642
552,6,QJ76,AQ96,KQ5,32,T84,T2,AJT83,JT7,952,J843,764,AQ4,AK3,K75,92,K9865
553,8,QJ5,987543,J2,32,76,A,AKT9763,AK4,AT43,QJT,Q854,Q9,K982,K62,-,JT8765
554,3,JT986,92,K754,T2,K4,T83,QT96,J986,A73,AJ65,J83,AQ4,Q52,KQ74,A2,K753
555,3,Q,AQ754,AJ9632,4,843,K,QT7,T87652,92,JT963,54,AK93,AKJT765,82,K8,QJ
556,5,A6,T975,K72,9643,KQ752,32,QT,A875,JT93,KQ86,AJ3,KT,84,AJ4,98654,QJ2
557,3,K87,JT7,A9543,K7,65,Q954,K86,9652,AT3,A632,Q2,JT83,QJ942,K8,JT7,AQ4
558,6,8,KQ54,JT73,AT86,J73,97,A42,KQ732,K942,JT832,K8,J5,AQT65,A6,Q965,94
559,7,932,J7632,A6,A85,8,K8,KT743,KQ642,AQ64,AT5,Q982,T9,KJT75,Q94,J5,J73
560,8,AKQ62,J84,T97,82,J943,KQ97,A85,K9,875,A,QJ64,JT643,T,T6532,K32,AQ75
561,7,JT75,Q8,AQ87,K85,A84,9,543,AQ7432,32,A76432,62,JT9,KQ96,KJT5,KJT9,6
562,4,K9863,A84,AT8,Q5,752,JT,K652,T874,A4,Q62,QJ9,AJ632,QJT,K9753,743,K9
563,6,KQ85,T93,842,J93,J6,Q872,AJT9,A42,AT7,4,KQ653,QT86,9432,AKJ65,7,K75
564,6,T7,854,AJ96,J643,AJ954,K7,K4,QT87,832,AJ62,T87,AK9,KQ6,QT93,Q532,52
565,7,Q8654,832,AJ85,Q,K32,AJ9,T,AT7652,T97,KQT4,Q976,94,AJ,765,K432,KJ83
566,3,AQ53,97,65,98753,T2,K4,JT92,AQJT2,J,AJ83,AQ874,K64,K98764,QT652,K3,-
567,9,2,AQJT,T83,AT965,K9763,83,KQ,KJ87,AJT,K962,75,Q432,Q854,754,AJ9642,-
568,3,92,KT85,Q6,AJ832,K753,J,K98432,74,AQJ8,642,J,QT965,T64,AQ973,AT75,K
569,4,J2,K5,J87643,J32,T74,AJ9,Q95,AT95,965,QT8764,A2,76,AKQ83,32,KT,KQ84
570,7,52,A97,J32,AK984,K,J8643,AT9,QJT6,T9863,QT5,874,75,AQJ74,K2,KQ65,32
571,9,KQ2,Q4,95,QT8753,T6,AKJ93,AQ7,KJ4,9875,752,JT4,962,AJ43,T86,K8632,A
572,4,A742,K2,J98542,K,KJ,J6,63,QT98742,Q95,AQT874,K,J65,T863,953,AQT7,A3
573,9,J5,J854,KT76,KQJ,KQT7,AKQ76,J2,85,A932,T92,A43,643,864,3,Q985,AT972
574,7,A9,AT94,AQ,JT852,J7543,Q862,9,AQ9,T2,J73,J75432,K3,KQ86,K5,KT86,764
575,7,T532,AJ6,J,98642,KQ64,KT8,AT9862,-,98,Q743,543,AT73,AJ7,952,KQ7,KQJ5
576,6,A94,T7642,874,72,-,Q95,KQJ6,AQT853,KQJ73,A83,A932,K,T8652,KJ,T5,J964
577,6,AT,AT652,AQ85,A9,K7432,87,T7,J852,QJ86,QJ,J64,QT74,95,K943,K932,K63
578,1,KT95,AJ8,932,J54,J7432,Q53,84,972,8,T942,K65,KQT63,AQ6,K76,AQJT7,A8
579,3,Q,2,T9762,A97632,KJ743,654,Q,QJ54,865,KJ73,AK4,KT8,AT92,AQT98,J853,-
580,8,5,97,T964,QT7642,AQ,AQ865,K85,K98,K43,T32,AJ32,J53,JT98762,KJ4,Q7,A
581,4,QJ752,J,AQ6,AQ86,T3,964,T5432,K73,98,KT832,87,J954,AK64,AQ75,KJ9,T2
582,5,J,KQT2,J943,AJT7,KT94,743,86,K964,Q872,865,K2,Q832,A653,AJ9,AQT75,5
583,3,QT97,76532,974,4,AK4,Q98,832,K953,82,KJ,KJ6,AQT872,J653,AT4,AQT5,J6
584,10,AKJ,A953,87,AQT9,T854,KQT42,A54,7,9,J86,KQT32,KJ82,Q7632,7,J96,6543
585,11,K7,Q,J8732,98632,AQJ3,KJ5,AKT,AQT,T962,AT9876,5,KJ,854,432,Q964,754
586,8,KJ64,A82,JT432,3,-,J976,AK986,A987,AT5,KQT3,Q5,KJT6,Q98732,54,7,Q542
587,6,K53,AJ95,Q9842,4,J987,K73,5,KT962,42,QT642,KJT6,A7,AQT6,8,A73,QJ853
588,8,KT,AK82,QT4,KQT2,J,QJT7,AK2,J9765,Q842,543,8653,A3,A97653,96,J97,84
589,10,A97,83,AKQ98,972,J652,AQ96,75,KQ5,KQT8,KJ7,JT32,T4,43,T542,64,AJ863
590,0,KQJ84,54,J985,86,T963,J7,A742,T72,A52,83,K3,AQJ943,7,AKQT962,QT6,K5
591,7,97,AKJ953,AT95,8,J8542,87,3,AK976,KT6,T4,QJ82,QJT3,AQ3,Q62,K764,542
592,11,KT82,AT5,6,AT763,AJ963,KJ72,AT5,Q,74,Q84,QJ842,J82,Q5,963,K973,K954
593,3,T863,KQ73,52,K74,K42,J84,743,8632,AQ975,A5,KT8,AJ5,J,T962,AQJ96,QT9
594,1,87632,Q65,-,QT543,K5,A743,T65,J862,A4,J8,AKQJ7432,7,QJT9,KT92,98,AK9
595,0,7,Q964,JT96,KQ52,J,5,AKQ87543,763,AKQT6542,KJ,-,T98,983,AT8732,2,AJ4
596,4,T974,J653,KQ9,JT,K86,2,J65432,A93,QJ2,9874,87,KQ54,A53,AKQT,AT,8762
597,2,J6,QJ8,K92,KT975,K87542,9753,4,QJ,3,AK6,QJ765,8432,AQT9,T42,AT83,A6
598,4,J97643,Q,KJ73,A9,8,AJT872,QT42,52,A,K93,A95,KT8743,KQT52,654,86,QJ6
599,3,K75,J953,9654,JT,J832,KT74,-,A9653,QT94,A2,K873,K42,A6,Q86,AQJT2,Q87
600,4,JT982,KT96,76,A8,74,Q5,QJ953,Q543,KQ6,J87,AKT4,KT2,A53,A432,82,J976
601,1,QT952,Q2,KQT86,2,AJ863,654,J752,5,K4,AT98,A3,AKJ97,7,KJ73,94,QT8643
602,6,J652,74,9865,KJ2,Q984,KQJ9,KQ4,75,AT7,T832,AT,AQT9,K3,A65,J732,8643
603,7,T6,64,J632,KQ862,A9842,KJ82,AQT4,-,K73,Q973,K,JT943,QJ5,AT5,9875,A75
604,6,Q764,J8,AQ7,QT93,9,KT7642,432,AK5,AJ8532,A95,65,87,KT,Q3,KJT98,J642
605,6,QT,A83,AK84,J432,82,JT96,QT53,AQT,53,Q7542,J96,875,AKJ9764,K,72,K96
606,2,J6,AK82,T7,KT964,T73,QJT4,65,QJ85,AQ54,973,KQ2,A32,K982,65,AJ9843,7
607,5,62,54,Q765,T9873,AKJ,KT732,AT82,J,QT875,AJ8,-,AK654,943,Q96,KJ943,Q2
608,8,K875,AQ862,Q92,5,-,KT953,KT7,AQT87,AQT632,7,AJ654,4,J94,J4,83,KJ9632
609,7,KJ6,875,AKJ7,Q73,AQ94,Q4,3,AJT854,3,AT962,T984,K92,T8752,KJ3,Q652,6
610,4,KQT98,QJT542,T,4,62,K76,QJ432,Q52,4,8,A98765,AKJ87,AJ753,A93,K,T963
611,3,AQ8652,J4,8543,3,J7,KQ32,K972,JT5,KT,975,AT6,A9642,943,AT86,QJ,KQ87
612,0,KQT96,986,75,642,A872,T54,Q863,QT,4,AKJ73,KT92,J83,J53,Q2,AJ4,AK975
613,5,QJ9,AK52,AT96,87,T873,873,KJ842,4,AK6,QJ9,Q73,QJ93,542,T64,5,AKT652
614,8,KQ82,KT97,T97,J2,A7,A64,53,AQT976,JT64,5,AQJ42,853,953,QJ832,K86,K4
615,10,KJT4,Q752,Q7,AQ7,AQ,KT3,A953,JT62,853,J64,KT62,543,9762,A98,J84,K98
616,3,Q74,6,QJ95,AQ943,853,A853,KT632,8,JT6,KQJ942,A,T72,AK92,T7,874,KJ65
617,4,KJ9842,T65,AJ,T4,Q75,J,T9874,KQ63,T63,K8732,32,J72,A,AQ94,KQ65,A985
618,8,JT74,AQ82,KT84,6,AK63,KT7,AJ9,J93,852,J96,653,KQT2,Q9,543,Q72,A8754
619,4,AK96,QT8,KJT,QJ7,4,53,Q9762,98543,Q7532,742,A83,T6,JT8,AKJ96,54,AK2
620,6,Q32,T62,QJT3,Q87,A654,KQ93,952,K6,KJ8,A854,A6,J952,T97,J7,K874,AT43
621,6,K52,9852,T,98753,JT987,KT7,AQ4,AJ,Q43,AJ3,K9875,KT,A6,Q64,J632,Q642
622,5,AJ,AQ5,T852,K873,8763,8,QJ73,QJ42,9,KT97432,K94,96,KQT542,J6,A6,AT5
623,8,986,963,QJT96,AK,74,KJT82,A2,J742,KJ53,A7,73,QT985,AQT2,Q54,K854,63
624,7,AKJT854,754,74,J,Q76,K2,Q82,AT654,32,QT863,KJ6,932,9,AJ9,AT953,KQ87
625,6,AK76,KQ8,5,KJ753,J953,A2,K9763,42,QT4,T9654,AJ42,8,82,J73,QT8,AQT96
626,6,QT532,-,A832,A432,K8,Q98732,QT9,K6,A94,AJT4,J75,Q75,J76,K65,K64,JT98
627,4,T8543,8,AQ72,JT8,J6,T542,T4,KQ762,A72,J76,KJ98,543,KQ9,AKQ93,653,A9
628,8,64,AJ87,Q92,Q985,AKT7,T95,A8,KT64,Q983,Q643,T4,J72,J52,K2,KJ7653,A3
629,8,KJ,T72,AKJ6,KT72,A743,J643,T7,Q93,Q9862,K5,32,J864,T5,AQ98,Q9854,A5
630,7,AT,AJ8753,Q652,A,KJ8754,9,98,KQ53,Q962,T6,AJ4,9764,3,KQ42,KT73,JT82
631,10,AJT64,T6,J97,QJ9,82,KJ5,KQT4,AKT3,973,432,8632,864,KQ5,AQ987,A5,752
632,10,A863,AT987,-,KT32,74,K32,AJT6,AQ84,KQ,J64,K9853,J75,JT952,Q5,Q742,96
633,12,AT9,K9,AK64,K754,KQ75,AJT64,J9,A9,4,Q8752,T8732,83,J8632,3,Q5,QJT62
634,6,JT983,52,AQT63,A,KQ,T986,KJ92,JT3,72,KJ743,5,Q9864,A654,AQ,874,K752
635,8,JT3,A87,K8765,J5,AQ986,9,J,AQ8763,754,KQJT6,Q93,T4,K2,5432,AT42,K92
636,8,A,Q4,K854,AJT752,J8762,K9,AQ6,Q98,KT95,AJ532,J97,3,Q43,T876,T32,K64
637,3,97543,Q9,K54,KT8,KJ86,84,AQJ8,632,A,AK632,T932,Q54,QT2,JT75,76,AJ97
638,10,-,AQ8763,AT65,QJT,AT732,KJT,KJ8,97,64,954,74,AK6542,KQJ985,2,Q932,83
639,6,87654,732,AT4,K9,AJT2,K4,J73,T853,Q,Q86,KQ952,A642,K93,AJT95,86,QJ7
640,6,AQJ6,T952,62,K76,K2,Q7,9754,AJT43,985,AK8,AQT3,852,T743,J643,KJ8,Q9
641,8,AQJT62,A9,Q64,53,975,83,A53,AKT86,3,QT65,KJT7,Q742,K84,KJ742,982,J9
642,3,K93,3,952,AQJT43,862,9764,KQ8763,-,AQJT5,J82,AT,K72,74,AKQT5,J4,9865
643,10,QJ87643,6,AQ542,-,KT5,KQ53,K,AQT95,2,J874,976,K8643,A9,AT92,JT83,J72
644,9,J4,K62,QT95,KQ93,AK93,84,K74,AJ64,T762,AQJ3,J8,T72,Q85,T975,A632,85
645,9,A,AT42,QJ653,AQT,QT874,KQ85,K,832,J962,J9,T82,K754,K53,763,A974,J96
646,7,Q94,AQ,AKJ52,A96,J3,974,98763,QJ4,AK75,T6532,T,T53,T862,KJ8,Q4,K872
647,5,AK3,94,AJ742,943,8764,AQT3,T,K875,QJ92,KJ5,Q98,AQ2,T5,8762,K653,JT6
648,11,543,8763,KQ5,AJ9,Q96,AKQJ92,A,KT5,AKJ7,4,T863,Q862,T82,T5,J9742,743
649,9,963,KQ42,-,AQJ964,Q7,AJT753,A,T852,AK54,96,T7643,K3,JT82,8,KQJ9852,7
650,8,AKQ,A73,QT9,AQ73,T85,K954,J72,986,74,QJ86,A654,KT4,J9632,T2,K83,J52
651,2,J764,62,KT986,J4,A85,K9873,753,52,32,AT,AJ42,T9763,KQT9,QJ54,Q,AKQ8
652,5,J93,A3,T43,AQJT6,A85,2,Q987,87542,Q642,QJ64,A652,3,KT7,KT9875,KJ,K9
653,11,AKJ,AQ87,J96,KQ4,Q9865,K32,A87,J2,T742,J654,Q4,765,3,T9,KT532,AT983
654,2,5,7654,T7432,T96,AT2,QT2,Q96,Q732,KJ8764,J93,8,J85,Q93,AK8,AKJ5,AK4
655,3,985,A742,J8653,K,A642,Q6,Q72,8532,KQT7,JT53,A,T976,J3,K98,KT94,AQJ4
656,5,Q6,6,QJT2,QJT987,AK2,K42,9843,642,T9854,AT853,K,AK,J73,QJ97,A765,53
657,4,J95,QJ,95,T98652,AK72,865,KJT72,Q,Q83,A743,864,J43,T64,KT92,AQ3,AK7
658,7,A84,QT876,5,K874,KQJ752,953,KQ,JT,9,AK2,87642,A963,T63,J4,AJT93,Q52
659,3,J543,AT4,A3,K542,T86,J32,T972,T73,Q92,6,QJ865,QJ96,AK7,KQ9875,K4,A8
660,6,KJ64,J974,75,K65,AT975,A,T863,973,Q82,KQ852,AKJ9,T,3,T63,Q42,AQJ842
661,4,K85,K2,KJ963,JT8,-,AQ873,8542,9753,AQT97642,5,T7,Q2,J3,JT964,AQ,AK64
662,9,AK963,A3,KJ632,Q,JT75,K9764,98,AT,82,852,QT54,K976,Q4,QJT,A7,J85432
663,6,KQJ6,764,J942,A8,A7,Q92,T83,KJ976,85432,A83,Q65,Q2,T9,KJT5,AK7,T543
664,5,T82,KQT,A86543,K,54,4,KQ972,J9532,AKQ97,J9763,T,64,J63,A852,J,AQT87
665,7,T95,Q95432,A4,T2,AJ83,KT7,K82,Q53,Q2,AJ,T953,AK974,K764,86,QJ76,J86
666,6,J,Q74,KJT8,AKQ94,964,AK953,54,632,KT52,T86,9762,T7,AQ873,J2,AQ3,J85
667,9,KJ75,QJT7,AQ3,AT,A432,A983,J7,K65,T9,K5,KT862,8432,Q86,642,954,QJ97
668,9,Q64,AQ2,AKQJ52,T,K853,7,T9843,A96,T9,KJT964,-,87543,AJ72,853,76,KQJ2
669,3,K8,T754,982,A987,T5,93,KQ543,6542,AJ72,AKQJ8,A6,J3,Q9643,62,JT7,KQT
670,2,J962,82,QJ87,982,KQ43,J9,A532,A43,7,AQT743,KT96,Q5,AT85,K65,4,KJT76
671,6,T953,K952,T42,Q8,KQ86,AT63,5,AK75,AJ74,J874,K93,JT,2,Q,AQJ876,96432
672,9,9543,73,-,AKJT953,KQT62,AJ4,KQJ96,-,A,Q862,AT4,Q7642,J87,KT95,87532,8
673,1,Q5,T9873,Q65,J64,AT643,64,-,KT9753,7,52,A98742,AQ82,KJ982,AKQJ,KJT3,-
674,10,AQ4,83,AKQJ,J863,KJ86,AQ5,T5,K752,T972,KT742,96,Q4,53,J96,87432,AT9
675,8,A97,5,AJ9743,Q98,3,AQT94,QT,AKJ63,642,KJ7632,865,5,KQJT85,8,K2,T742
676,4,Q,K63,K8642,9843,9842,A872,A,QT76,AK3,JT54,QJT3,K5,JT765,Q9,975,AJ2
677,12,A7,K65,AJ96,AJ85,Q6532,AQ93,Q5,K3,K4,J842,K843,QT9,JT98,T7,T72,7642
678,4,A865,73,3,JT7654,93,AJ92,T94,K983,KQ74,KT65,AKJ7,A,JT2,Q84,Q8652,Q2
679,9,K872,K5,A3,T9874,AJ6,AQJT8,T62,J2,T,9642,KQJ4,AKQ5,Q9543,73,9875,63
680,8,JT542,T7632,A,87,AK6,KQ985,Q865,A,93,J,KJ973,QJ932,Q87,A4,T42,KT654
681,6,K87,T63,Q97,AT82,943,A92,82,KJ765,A62,Q4,KJT43,Q94,QJT5,KJ875,A65,3
682,2,K7,KJ4,KT64,K652,863,653,AQJ,QT73,QJ9,87,975,AJ984,AT542,AQT92,832,-
683,6,KQ5,Q532,4,KQ853,A8642,J,JT9862,J,T97,KT974,K3,642,J3,A86,AQ75,AT97
684,6,KQT85,K642,T2,T7,-,AQJ3,QJ985,K983,742,975,K4,QJ654,AJ963,T8,A763,A2
685,6,T653,8,AT6,K9762,AK87,J65,Q7,A843,Q42,AQ4,K984,QT5,J9,KT9732,J532,J
686,6,AK,QJ8,QT97,T752,T7632,K9,J85,K83,Q985,T75,AK32,Q4,J4,A6432,64,AJ96
687,7,86,AKQJ743,-,AQ32,AQJ93,8,9432,KJ6,75,T9652,KQJ,754,KT42,-,AT8765,T98
