Index,trx,ns,nh,nd,nc,ss,sh,sd,sc,es,eh,ed,ec,ws,wh,wd,wc
459,7,T63,KJ963,9,Q952,AKQ54,-,Q8,AKT643,J982,AT84,A6532,-,7,Q752,KJT74,J87
460,8,64,QJ976,AQ63,73,AKQ7,A85,J82,AT2,95,KT2,754,KQ865,JT832,43,KT9,J94
461,4,KQ93,2,J9752,KJ5,82,T953,QT,AQ987,J754,84,AK64,632,AT6,AKQJ76,83,T4
462,11,52,AJ2,KQJ5,9876,AK74,Q,943,AKQJ3,J96,KT98543,72,5,QT83,76,AT86,T42
463,9,AQT6,94,T93,AJ94,74,AKQ75,KQ84,T8,98,632,AJ752,K63,KJ532,JT8,6,Q752
464,0,75,KQ73,J43,T852,JT,9862,752,9743,K8643,54,AKQT8,K,AQ92,AJT,96,AQJ6
465,6,Q76,J94,A9,QT764,A84,63,Q8652,A32,KT3,AQT8,KJ74,J9,J952,K752,T3,K85
466,5,K5,J984,QJ,AJT74,JT87,KT65,8765,Q,A6,Q3,KT94,K9853,Q9432,A72,A32,62
467,1,54,73,J97652,Q86,82,T2,AKT,J97432,KQ76,AQ984,Q3,A5,AJT93,KJ65,84,KT
468,7,J8,K832,532,K963,K95,QT64,AK864,5,T3,J5,JT7,AQT842,AQ7642,A97,Q9,J7
469,6,J65,765,QT65,KJ2,843,QT3,AJ98,AQ8,QT97,AK9,43,7543,AK2,J842,K72,T96
470,5,K54,AT8542,J3,85,982,K,AT72,QJ642,AJ7,QJ9,Q985,973,QT63,763,K64,AKT
471,5,65,A92,KQ932,A85,A987,Q7543,-,JT92,Q4,KT86,AJ85,K74,KJT32,J,T764,Q63
472,6,QJT3,AJT43,KT8,8,-,K9,542,AQJT7632,9862,Q852,97,K95,AK754,76,AQJ63,4
473,4,9732,KJ8,KT964,7,AJT6,95,85,QT984,K854,A64,AQJ,A53,Q,QT732,732,KJ62
474,5,K,T862,Q986,Q984,A974,Q53,KJ53,J5,T53,A94,72,KT632,QJ862,KJ7,AT4,A7
475,2,Q95,6,J987,A9876,AJT8763,982,6,52,K42,QJ743,KQT,QT,-,AKT5,A5432,KJ43
476,6,Q532,65,QJ53,KT6,A4,3,AK972,QJ987,KJT876,QT72,8,43,9,AKJ984,T64,A52
477,10,843,AK75,7,KQT93,AT75,QJ32,AKT3,2,KQ2,9864,J62,AJ4,J96,T,Q9854,8765
478,9,KT3,AKT,A4,AQ842,J742,QJ9532,J,95,Q6,6,QT9753,KJ73,A985,874,K862,T6
479,9,3,QJ82,KT95,AKT5,AJT986,43,AQ83,J,K542,T7,62,98743,Q7,AK965,J74,Q62
480,6,J742,K54,6,Q8742,AQ986,2,KT752,K9,K5,AQJT7,QJ84,AT,T3,9863,A93,J653
481,6,AQT6,KT752,KJ7,8,9,QJ93,QT4,J9732,J7432,-,A982,KT64,K85,A864,653,AQ5
482,3,K62,64,KJ64,T753,Q83,832,AT93,Q94,754,9,8752,AK862,AJT9,AKQJT75,Q,J
483,10,A9,KJ74,QJT3,962,KQ543,T96,64,AK5,JT7,Q32,AK98,874,862,A85,752,QJT3
484,6,943,AQ96,J,QJT43,Q52,JT5,T853,AK5,T87,2,KQ974,9762,AKJ6,K8743,A62,8
485,9,JT73,J52,T72,QJ9,KQ2,AK94,KQ,T853,954,T876,A98543,-,A86,Q3,J6,AK7642
486,4,76,742,Q542,AT76,42,KQJT,AT863,J4,KQJT985,A83,7,Q5,A3,965,KJ9,K9832
487,8,J,A8,KT9864,JT94,KQT9,KT753,A53,6,82,Q964,QJ2,AKQ2,A76543,J2,7,8753
488,7,KQJT3,Q,A73,J852,985,K976,K9,QT63,642,J432,T8642,9,A7,AT85,QJ5,AK74
489,8,J9,QT4,Q987,KJT4,AQ864,AK952,5,75,T752,7,JT6,AQ986,K3,J863,AK432,32
490,7,KQT3,AKQT82,76,3,8,J54,T942,AT652,J9542,963,AJ83,9,A76,7,KQ5,KQJ874
491,7,Q95,AQ4,86,AJ983,AKT73,96,742,652,6,KT72,KQJT53,K4,J842,J853,A9,QT7
492,3,86,2,JT42,KQJ864,JT53,73,AQ53,T95,AK942,AQT54,K7,2,Q7,KJ986,986,A73
493,8,QT7653,85,3,T987,AKJ,A963,A87,543,94,J42,Q942,AQ62,82,KQT7,KJT65,KJ
494,6,AJT,AT75,J862,63,KQ54,K864,K754,J,7,J92,QT3,AK9872,98632,Q3,A9,QT54
495,5,K9543,K98,J7,KJT,JT76,4,AK932,A86,AQ82,Q3,T865,Q92,-,AJT7652,Q4,7543
496,6,83,AQT84,K7532,9,AQJ64,3,984,A652,KT9,J92,QT6,KQJ7,752,K765,AJ,T843
497,5,K97654,QJ73,J42,-,T832,K954,93,AK3,J,A62,QT876,QJ76,AQ,T8,AK5,T98542
498,0,AKJ63,J843,9,T75,T8742,AKT7,Q5,63,Q,6,AKJT8732,K98,95,Q952,64,AQJ42
499,9,K5,K9,KQ82,Q8654,T982,Q,AT4,AKJT9,763,JT652,J65,32,AQJ4,A8743,973,7
500,3,T93,T8,AT7,KJ873,J65,A432,QJ52,94,AQ874,QJ765,3,A6,K2,K9,K9864,QT52
501,5,K8,AKQ874,8,Q754,J93,T,QT73,KJ962,QT7642,6,J965,A8,A5,J9532,AK42,T3
502,7,KT754,3,Q73,AQ62,AJ832,AKJ72,9,T7,Q96,QT86,A84,954,-,954,KJT652,KJ83
503,11,AQ73,87,J8765,A5,J95,AK6,K4,KQ942,K86,QT92,T32,876,T42,J543,AQ9,JT3
504,3,QT5,QJT872,K32,5,K9876,3,95,KT763,J43,6,QJT4,QJ942,A2,AK954,A876,A8
505,11,KT643,AK5,A63,T6,87,Q942,KQJ,AK94,Q9,86,98542,8752,AJ52,JT73,T7,QJ3
506,3,J4,T76,KQJT2,K53,Q9853,J83,4,Q762,AT2,AK,987,AJT94,K76,Q9542,A653,8
507,2,J96,J2,96532,AT5,Q5,QT7543,Q7,983,A432,96,AJ8,QJ72,KT87,AK8,KT4,K64
508,10,AKQT732,J2,JT7,9,4,Q965,AK865,A53,J6,AK874,Q42,KJ2,985,T3,93,QT8764
509,8,AQJ7,JT,K76,QJ42,KT652,K87,A84,T8,3,Q963,JT953,K53,984,A542,Q2,A976
510,4,KQ98742,KJ,Q2,65,J5,9872,J,AKQT93,AT3,T43,A8753,74,6,AQ65,KT964,J82
511,5,Q43,Q3,AT864,964,AJ,AJT872,Q975,7,KT965,-,-,AKQJT853,872,K9654,KJ32,2
512,9,KJT853,AK2,AK5,T,2,Q65,J964,KQJ85,764,JT8,832,A942,AQ9,9743,QT7,763
513,6,J932,A963,95,AJT,QT8,KQT7,A863,Q6,A765,J852,Q4,984,K4,4,KJT72,K7532
514,3,752,JT4,AT,QT653,Q8,K9765,8542,A9,643,Q832,J96,KJ4,AKJT9,A,KQ73,872
515,8,Q3,AKQJ85,QT,J94,AT654,T4,AK97,62,KJ9,962,52,KQT73,872,73,J8643,A85
516,13,AT93,AK8,A83,K43,KJ5,J3,K,AQJ9752,642,972,J642,T86,Q87,QT654,QT975,-
517,8,QJ65,KJ8,QT64,54,K84,A962,K75,K96,AT2,743,J32,QJT7,973,QT5,A98,A832
518,3,AQ6,Q4,7632,K863,K754,J763,QT984,-,92,AKT2,KJ5,J752,JT83,985,A,AQT94
519,5,K4,QT9832,T,KJ83,QT965,KJ65,75,A9,AJ87,4,AKQJ83,65,32,A7,9642,QT742
520,9,AK4,Q86,A875,AT2,983,AT5,KQ42,QJ3,QJT7652,72,9,864,-,KJ943,JT63,K975
521,4,A63,976,KT85,984,KT7,KQJ3,97,QT72,54,AT52,J62,AKJ3,QJ982,84,AQ43,65
522,3,72,K8752,AT42,T7,QJT4,9,J8653,J32,A863,AJT3,Q,AK85,K95,Q64,K97,Q964
523,4,AK863,A8,K87,T98,T72,964,643,A643,Q94,KT7532,Q2,K7,J5,QJ,AJT95,QJ52
524,7,AQ964,92,K3,QT87,K7,6,QT8642,AKJ6,T832,AJ543,9,432,J5,KQT87,AJ75,95
525,10,Q32,QT7,KJT,AJ96,A86,KJ9,AQ9876,7,J954,542,432,Q53,KT7,A863,5,KT842
526,7,J83,AK843,5,K964,AK7,9,QJ9763,T52,T962,T65,K4,AQ87,Q54,QJ72,AT82,J3
527,7,AKJ654,K6,73,Q73,Q72,J85,K865,K92,T9,AQT3,AJT42,A5,83,9742,Q9,JT864
528,7,T,T732,KJ64,AQ53,753,A98,A72,KT42,AQ8,KJ64,Q953,86,KJ9642,Q5,T8,J97
529,3,965,543,A8,86532,JT87,872,J96,AKT,Q43,K9,T742,QJ94,AK2,AQJT6,KQ53,7
530,4,A873,63,T4,T9854,J5,KQJ,KQ7632,Q7,KT6,A4,AJ98,K632,Q942,T98752,5,AJ
531,8,T95,A5,74,KJT432,AQJ8,T62,KJT2,A6,K76,J8743,AQ,Q85,432,KQ9,98653,97
532,7,8742,K65,843,Q74,AQJ3,A984,KQ6,A3,KT95,732,A95,JT9,6,QJT,JT72,K8652
533,11,KQT62,Q3,AT987,Q,AJ9,KT95,QJ,AT52,8743,72,K632,K74,5,AJ864,54,J9863
534,3,AQT43,Q4,8732,62,9862,K987,J94,AJ,J75,AT532,5,T843,K,J6,AKQT6,KQ975
535,7,97,KQJ6,Q84,K932,A62,84,J6,AJT765,QJT4,AT7532,T97,-,K853,9,AK532,Q84
536,9,J6,AQJ873,K87,86,Q92,K52,AT4,K542,AK75,T6,J6532,97,T843,94,Q9,AQJT3
537,5,Q65,KQ,J542,KQ73,KJ872,T842,9,842,AT43,J75,AT87,A9,9,A963,KQ63,JT65
538,9,Q4,AT8642,A6,KQ4,J875,KJ97,K73,T8,K96,Q5,542,J9653,AT32,3,QJT98,A72
539,6,75,K87,AQ94,J854,JT2,AQJ4,762,K72,K986,T965,T8,AT3,AQ43,32,KJ53,Q96
540,7,5,873,K64,KQ8732,AT8,AK94,QT53,T4,KQJ32,T2,A98,A95,9764,QJ65,J72,J6
541,6,J83,A,Q932,AKJ86,Q962,T98,KJ5,Q93,AK54,Q754,74,T74,T7,KJ632,AT86,52
542,3,J742,AQ9,JT54,93,T53,J643,K92,T72,AKQ,KT7,A,AKQJ86,986,852,Q8763,54
543,7,KJ862,2,JT97,AT2,QT3,K7,AQ8643,J9,A97,A9543,-,Q7653,54,QJT86,K52,K84
544,8,T63,Q532,63,KJ54,K95,KT98,AQT5,A9,AQ874,A7,4,Q8763,J2,J64,KJ9872,T2
545,4,K32,J82,QT64,976,AQJ,T75,72,QT853,984,A9643,KJ83,2,T765,KQ,A95,AKJ4
546,8,QT,AJ7,KJT75,Q73,KJ4,K52,632,J542,A52,QT98,Q94,A96,98763,643,A8,KT8
547,5,62,KT64,87,AQ864,8543,Q75,QT4,KJ2,KQJT9,A83,92,T53,A7,J92,AKJ653,97
548,7,AT7,75,Q976,8432,6542,KJT,AJT53,A,KQJ83,94,84,QJ76,9,AQ8632,K2,KT95
549,7,AQ96,A63,8,AQJT2,KJ743,QJ97,3,653,T5,T85,AJT652,87,82,K42,KQ974,K94
550,5,9,964,AQJT754,72,KQ765,AJT72,-,A84,AJ42,KQ83,32,QT5,T83,5,K986,KJ963
551,7,K2,KQ65,AJT2,J83,QT73,A874,KQ,T97,9654,JT32,975,62,AJ8,9,8643,AKQ54
552,4,QJ72,JT2,Q2,QT64,A654,Q8643,J9,A9,83,K97,K8764,852,KT9,A5,AT53,KJ73
553,9,A32,7643,KQ32,A9,864,AQ85,A74,KJ6,T95,KJT,65,T8754,KQJ7,92,JT98,Q32
554,9,JT2,J6,AT4,KQJT8,A87,AQ43,J73,932,965,82,KQ852,754,KQ43,KT975,96,A6
555,8,QT97,QJ9,74,AQ73,A82,T84,KQJT862,-,K64,652,A3,K9842,J53,AK73,95,JT65
556,7,A42,KT952,Q97,63,KJ6,843,K65,K984,Q975,AQJ6,AJT,T7,T83,7,8432,AQJ52
557,12,T952,AKJ8,K6,AK6,KQ,65,AJT975,QT8,873,T4,42,J97532,AJ64,Q9732,Q83,4
558,11,AJT973,87,KQJ4,7,Q642,K3,-,AKQT852,K5,T95,AT98652,6,8,AQJ642,73,J943
559,3,AJT864,QJ72,-,KT4,32,A65,Q2,Q98763,975,KT94,JT7,AJ5,KQ,83,AK986543,2
560,10,T62,KQ75,AKJ,KJ6,Q98543,J9,95,AT9,K,T432,QT8742,42,AJ7,A86,63,Q8753
561,4,K85,J5,KT6,KJ964,JT74,Q6,Q98,Q875,3,T8732,AJ7532,A,AQ962,AK94,4,T32
562,6,AJ74,J,Q8743,Q72,965,T64,AKT2,K86,KQT32,Q752,J965,-,8,AK983,-,AJT9543
563,5,AQ9,KJT6,Q7652,T,J7652,Q3,983,K42,KT3,A852,KT,Q976,84,974,AJ4,AJ853
564,2,QT54,QJ32,Q72,Q9,986,865,8,AJ8752,A3,AK4,KJ654,K43,KJ72,T97,AT93,T6
565,5,KT86,96,A94,9874,QJ3,82,QT82,AKQ6,4,AQ7543,7653,J2,A9752,KJT,KJ,T53
566,7,T92,Q74,K743,KJ7,KQJ86,K9632,J5,Q,A43,JT,AQT9,A652,75,A85,862,T9843
567,9,AKJT3,T4,AKQ6,A3,Q98,Q83,T52,KQ94,654,K962,873,752,72,AJ75,J94,JT86
568,4,Q54,J84,AQJT543,-,AT972,KT2,K8,JT6,K6,76,6,AKQ98753,J83,AQ953,972,42
569,11,AKQJ2,J52,97,K86,73,AKQT7,KJ32,53,T4,983,AQT64,A72,9865,64,85,QJT94
570,3,J98,83,763,JT986,K75,KQ64,KJ4,743,A63,AT95,QT2,AK5,QT42,J72,A985,Q2
571,8,QT52,5,K985,Q862,AJ,QT7,AQ62,KJ95,K98764,A942,T,A3,3,KJ863,J743,T74
572,13,AT9872,QT,T43,62,K64,AKJ9765,A,A3,53,82,KQ875,T754,QJ,43,J962,KQJ98
573,7,AQ43,Q98,A7432,K,T5,K2,J965,Q9742,K762,T76543,-,JT6,J98,AJ,KQT8,A853
574,6,Q986,Q,KJ,QT8765,AT,K754,Q9632,A3,5432,T632,5,K942,KJ7,AJ98,AT874,J
575,5,Q7,AK9,K5,AKQ632,863,Q8652,JT6,97,AJT952,74,7,T854,K4,JT3,AQ98432,J
576,4,KT7543,J97,T94,2,AQJ96,T8,65,KJ64,-,Q532,KQ83,AT873,82,AK64,AJ72,Q95
577,8,J86,KQ9432,A85,6,Q,AJT6,JT9,KQT42,AT9432,7,Q32,J75,K75,85,K764,A983
578,11,AJ652,K7,A62,873,KT94,AJ3,854,AKT,Q87,T865,QT3,J64,3,Q942,KJ97,Q952
579,8,AT74,A743,A643,J,KJ9,JT,QT7,K7654,863,K96,K9852,98,Q52,Q852,J,AQT32
580,5,AT74,J93,T85,AT3,KJ63,852,KQJ3,72,Q2,A64,A642,KQ95,985,KQT7,97,J864
581,2,QJ4,54,T987,KJ84,K973,J762,542,T2,A52,AKQ93,K3,Q75,T86,T8,AQJ6,A963
582,7,AQ85,A,AQJ53,753,J2,QT962,K762,Q8,KT973,KJ3,T84,A6,64,8754,9,KJT942
583,8,T42,JT54,753,JT7,AJ76,AK2,KJ,A854,9853,63,A942,Q93,KQ,Q987,QT86,K62
584,9,QT974,K54,A3,T63,AK2,T72,K7,A9742,J86,AJ8,JT954,Q5,53,Q963,Q862,KJ8
585,10,A963,J92,K632,A5,T42,AQ7,AQT7,KT4,75,654,J98,QJ987,KQJ8,KT83,54,632
586,7,83,AQ952,A9,AK94,J7542,-,743,QJ632,A,KJT8743,J86,T7,KQT96,6,KQT52,85
587,7,AKQ3,8764,AJ7,J8,65,Q9,K5432,K652,J92,AKJ532,6,T43,T874,T,QT98,AQ97
588,8,J98,J82,AQ42,AQT,KQT72,KT,KJ7,753,A4,A63,T986,KJ98,653,Q9754,53,642
589,11,K85,J,AJT6,K8642,AJT94,AT4,KQ2,73,Q732,85,9874,AJ9,6,KQ97632,53,QT5
590,7,T52,AKQT,T87,KQ3,63,J,AKJ92,J9872,QJ984,8743,Q,AT6,AK7,9652,6543,54
591,6,T75,QJ962,JT32,J,KQ843,A3,Q94,AQ3,6,T854,865,98765,AJ92,K7,AK7,KT42
592,8,AJ9853,J54,7,T76,-,KT9,KQJ532,AQ54,QT,A732,A96,KJ82,K7642,Q86,T84,93
593,7,K942,T542,AT75,2,AJT87,6,J32,A973,Q3,KJ,Q94,QT8654,65,AQ9873,K86,KJ
594,3,AK8632,AQ752,J,Q,J74,JT98,Q3,J872,Q9,4,T9754,AT943,T5,K63,AK862,K65
595,0,T8,965,832,JT842,942,T873,QJT95,7,K53,KQJ,AK74,Q96,AQJ76,A42,6,AK53
596,8,T5,KQ82,8543,Q83,AQJ76,5,A97,AT96,843,AJ976,KQ,542,K92,T43,JT62,KJ7
597,5,KT85,Q6,A43,KQ96,6432,A5,T986,A82,QJ9,KT94,KJ72,J7,A7,J8732,Q5,T543
598,11,QJ7,AK96,JT5,AJ5,AK62,QJ872,A98,3,953,3,632,KQT984,T84,T54,KQ74,762
599,10,QJ4,K42,K9,AQT74,A9532,AT8,Q5,KJ5,8,Q9653,JT643,93,KT76,J7,A872,862
600,5,J874,2,T85,KT654,T95,AKQ975,74,A9,AKQ6,J3,KQ32,Q32,32,T864,AJ96,J87
601,8,9,KQ965,KQ75,K64,Q87542,A7,A8,T52,JT,JT84,T92,Q873,AK63,32,J643,AJ9
602,6,K,J84,KT96,KQ954,T9763,K976,A7,62,AJ2,A53,Q32,JT87,Q854,QT2,J854,A3
603,7,842,J,A632,J6432,Q97,AKQ9874,8,KQ,JT653,2,T754,T95,AK,T653,KQJ9,A87
604,5,K432,AK9872,A,T3,J975,54,QT432,84,AT8,T,J8765,J752,Q6,QJ63,K9,AKQ96
605,5,A4,QJT3,52,AQ643,QT986,876,T76,KT,J753,K9,AKJ84,95,K2,A542,Q93,J872
606,6,AJ5,63,Q85,QJ863,KQ74,AT2,KJ,9742,632,KQ7,T7632,KT,T98,J9854,A94,A5
607,8,KJ7,6,KQ974,K975,Q864,KQ8743,-,AT8,32,J52,AJ532,J63,AT95,AT9,T86,Q42
608,7,Q87,A9864,Q974,2,9,KQT7,A53,AT763,AJ5432,J,T82,954,KT6,532,KJ6,KQJ8
609,5,K32,KQ2,A984,T42,Q954,3,J653,Q975,876,AJ5,KT,AKJ83,AJT,T98764,Q72,6
610,9,KQ752,83,A3,Q863,643,AQJ72,KJ982,-,T,654,765,KJ7542,AJ98,KT9,QT4,AT9
611,6,73,A86,KJ9,AT852,KT,J43,Q543,K763,A9842,9752,76,Q4,QJ65,KQT,AT82,J9
612,10,J84,9,AQ864,QJT9,A632,A876,K52,A2,KQ5,QJT,T97,K876,T97,K5432,J3,543
613,2,AT,AKQJT7,Q93,83,965432,94,8654,5,KQ8,632,2,KT9762,J7,85,AKJT7,AQJ4
614,8,J,86543,852,AJT7,K3,AQ9,A76,K8643,87,KJT72,QJT3,52,AQT96542,-,K94,Q9
615,7,AQ3,AJ3,JT85,862,64,T6,AQ732,Q943,KJT2,KQ97,K4,AT7,9875,8542,96,KJ5
616,3,AJ5,T98,QT74,852,K83,QJ62,J92,Q74,T97,A73,A3,AK963,Q642,K54,K865,JT
617,10,KJT86,KT,KT43,QT,A92,A9862,J6,A65,Q753,74,97,J9842,4,QJ53,AQ852,K73
618,9,QJT53,52,AJ,QJ42,A842,AKT7,732,K5,7,J94,KQ94,AT763,K96,Q863,T865,98
619,9,AKJ86,T7,97,AJT4,QT7,KJ86,AKJ53,7,9,AQ542,QT62,932,5432,93,84,KQ865
620,3,K83,AJ52,Q853,J8,64,Q93,KJ2,K9654,T5,864,AT964,A73,AQJ972,KT7,7,QT2
621,8,AKT743,Q76,6,T82,9,KJ853,K753,A73,8652,AT9,QJ8,964,QJ,42,AT942,KQJ5
622,5,87,KQJT75,K,KQT7,JT,9843,AQ2,J542,AKQ943,A,973,A98,652,62,JT8654,63
623,3,6,J865,T95,87632,AQ95,A9743,64,T5,JT42,KQ2,KJ83,K9,K873,T,AQ72,AQJ4
624,6,83,Q74,A54,T9653,AQJ54,K2,T932,KQ,T9,AJT65,KQ6,742,K762,983,J87,AJ8
625,5,KT842,82,A,AJT63,A75,Q7643,QT43,8,-,AKJ5,KJ7652,Q75,QJ963,T9,98,K942
626,4,Q75,J9,96532,Q82,9432,K3,AK,AJ764,K8,Q6542,QJT,KT3,AJT6,AT87,874,95
627,3,T3,Q9752,Q,QJ853,K984,J83,98754,K,A75,AKT,632,9642,QJ62,64,AKJT,AT7
628,4,AQT763,J43,2,QT6,85,AQ98,8654,972,92,765,QJ7,AKJ85,KJ4,KT2,AKT93,43
629,7,A,42,Q96,AKQ8752,KJT7532,J63,A2,4,Q94,KT87,KT854,3,86,AQ95,J73,JT96
630,11,93,AK53,AJ975,K5,KQJT652,8,6,A964,87,J7642,KQ4,JT2,A4,QT9,T832,Q873
631,5,T42,KT853,96,J65,AKJ7,J942,J,A842,963,A7,T7432,Q97,Q85,Q6,AKQ85,KT3
632,4,874,T6,T653,A973,AT3,A872,Q9874,6,KQ52,KJ94,AJ,KQ5,J96,Q53,K2,JT842
633,11,4,Q43,AKQ,AQT754,AT865,AT87,7,KJ8,KQ73,652,T98,932,J92,KJ9,J65432,6
634,8,T864,AQ43,J754,7,AQJ932,9,T3,AT53,-,765,AQ98,KQJ986,K75,KJT82,K62,42
635,5,QT652,3,A983,742,K87,KJT,K754,K96,3,AQ862,QJT62,AT,AJ94,9754,-,QJ853
636,7,Q83,K9875,K8,754,A942,AJ,A974,932,KT76,3,QJT32,KQ8,J5,QT642,65,AJT6
637,3,8754,7643,A72,54,AK62,QJT9,J,KJ92,T93,AK82,5,QT876,QJ,5,KQT98643,A3
638,8,QJ62,72,T2,KJ976,A87,AKQ,Q7643,QT,K953,J96,A985,52,T4,T8543,KJ,A843
639,9,A83,KQ952,J8,Q64,K,T3,QT97,AT9853,Q97542,8,AK432,J,JT6,AJ764,65,K72
640,5,T5,A65,QJ532,AQ6,AJ97432,J42,74,J,6,KQ983,K98,8752,KQ8,T7,AT6,KT943
641,5,K532,A7,J83,K542,A98,83,K42,QT973,J4,QJ6542,AQT6,A,QT76,KT9,975,J86
642,8,5,9853,AK642,A84,742,AK,Q9853,932,KT963,JT742,T,Q5,AQJ8,Q6,J7,KJT76
643,9,K954,AQJ,A76,A54,J87,T92,K95,K862,A62,K853,T43,J93,QT3,764,QJ82,QT7
644,6,AQT8543,KJ4,QT3,-,K7,T65,K84,T9653,J2,9872,J65,AQ87,96,AQ3,A972,KJ42
645,8,AQ98,82,AK87,KQ6,JT732,K43,J43,82,K654,Q96,QT52,A5,-,AJT75,96,JT9743
646,7,AJ42,85,JT,AKT76,KT875,QT74,963,4,Q96,J62,A542,Q32,3,AK93,KQ87,J985
647,8,JT9,96,J864,A985,A85,JT752,KQ2,KQ,K6432,43,AT3,632,Q7,AKQ8,975,JT74
648,6,A9,T87,KQT3,KQ96,43,654,A8542,T72,QJT65,Q92,7,J543,K872,AKJ3,J96,A8
649,7,KQJ53,KT742,8,Q5,6,J8,KJ9762,AT96,AT7,AQ6,53,KJ742,9842,953,AQT4,83
650,9,J95,JT5,K984,AT7,AK843,92,AJ2,KJ9,Q6,Q643,Q765,Q82,T72,AK87,T3,6543
651,6,Q4,KQ95,J94,J874,K962,T862,A6,A95,AJT7,J74,T732,Q2,853,A3,KQ85,KT63
652,7,KQJ92,QJT63,Q,72,A765,8752,K7,A53,T,A,J8632,JT9864,843,K94,AT954,KQ
653,4,J32,K,A98654,A96,965,QJ9863,72,K5,AKQ7,T,KJT3,JT43,T84,A7542,Q,Q872
654,5,AQ9643,A,42,A952,-,QJ962,QT763,873,J87,853,AKJ5,KQT,KT52,KT74,98,J64
655,5,43,T74,AQJ843,T4,KJ82,K65,K97,652,765,A83,52,QJ983,AQT9,QJ92,T6,AK7
656,5,T7,A63,752,AT854,986543,KQ8,T9,K7,KJ2,97,AJ643,J93,AQ,JT542,KQ8,Q62
657,10,QT973,7,KQ8,J742,8,AK2,7542,AK983,KJ64,J965,AJ9,Q6,A52,QT843,T63,T5
658,4,AK6,KQT65,T,QT42,T943,843,A96,863,J,72,KQJ743,AK75,Q8752,AJ9,852,J9
659,8,AQ93,T52,QT54,85,T852,K4,AK8,KQ42,K74,QJ6,J3,AJT63,J6,A9873,9762,97
660,7,AKJ63,A86,JT64,7,QT7,QT7,K852,K92,982,953,A973,T83,54,KJ42,Q,AQJ654
661,5,AJ86,K8652,T,AKJ,432,73,Q9873,876,K95,AQJT9,A4,Q42,QT7,4,KJ652,T953
662,6,QT9852,3,AK,K763,643,KT974,J2,AQ4,J7,AJ8,9865,9852,AK,Q652,QT743,JT
663,8,963,KT,AKQ7,A742,2,AJ7432,863,KQ3,AKQ87,95,942,986,JT54,Q86,JT5,JT5
664,7,T8732,A874,AK7,K,Q4,T9653,J9,AQ52,AK,KQJ,T54,T8743,J965,2,Q8632,J96
665,10,K,Q76,Q,QJT96542,AJ6,985,AT874,AK,T9742,AKT32,K6,7,Q853,J4,J9532,83
666,3,T7432,J9,9642,J6,KQ,Q43,T5,AQT543,J985,T762,KQ,872,A6,AK85,AJ873,K9
667,9,J742,AK,KT64,KT3,AQ5,QJT72,J,A642,K3,9643,Q932,J97,T986,85,A875,Q85
668,9,K874,AK62,Q8,T32,A53,J,KT764,AQ96,QT2,T83,J932,J74,J96,Q9754,A5,K85
669,4,J542,J7543,T4,A8,T63,2,AK2,QJ7652,7,AQT86,9765,K93,AKQ98,K9,QJ83,T4
670,5,T9874,95,K7,8643,AK52,AKJ73,J8,KQ,QJ3,T84,T652,AJT,6,Q62,AQ943,9752
671,10,Q63,AK,QJT3,A983,A8752,JT54,K7,JT,KT,Q732,2,KQ7652,J94,986,A98654,4
672,7,AKJT9,2,A74,A942,8632,J985,JT8,Q5,Q5,KQT643,Q,K763,74,A7,K96532,JT8
673,2,QT63,JT82,J654,T,K985,K975,T3,A95,J4,AQ64,KQ98,Q64,A72,3,A72,KJ8732
674,6,KQJT7,K96,K7,AQ4,A8532,853,654,98,96,AT74,QJ,JT652,4,QJ2,AT9832,K73
675,3,KT3,J943,J5,AK72,52,2,KQ98643,543,J987,A87,A2,JT96,AQ64,KQT65,T7,Q8
676,10,AKQJ,J96,7,AKQ93,T863,KT4,K9864,T,542,852,Q32,6542,97,AQ73,AJT5,J87
677,5,AT,T73,8732,T984,QJ6532,AQ54,T,A7,K97,J9862,QJ,Q32,84,K,AK9654,KJ65
678,3,8642,KJT982,-,852,AKT9,765,Q9532,9,53,AQ43,T74,KQJ6,QJ7,-,AKJ86,AT743
679,9,954,AK764,KJ6,T6,KQJ3,T82,Q52,KJ2,6,J,T9743,Q98753,AT872,Q953,A8,A4
680,4,KT752,J873,64,J7,98,T,KT9732,QT62,AJ3,AKQ2,A,AK984,Q64,9654,QJ85,53
681,6,T5,A52,AT7642,T3,AKJ,Q984,93,Q984,Q632,T76,J85,KJ7,9874,KJ3,KQ,A652
682,1,542,KJT94,Q42,K3,J7,2,J98653,Q872,KQT963,65,T7,T54,A8,AQ873,AK,AJ96
683,2,A76,J5,KJ862,K54,KQ82,764,QT4,983,J953,T93,A953,QT,T4,AKQ82,7,AJ762
684,2,J85,T983,Q43,K73,962,AQ52,72,T985,AKQ4,764,KT,AQJ2,T73,KJ,AJ9865,64
685,4,QJ2,AT7,872,J942,K973,Q43,J9,Q753,864,K952,T65,K86,AT5,J86,AKQ43,AT
686,4,T3,AJ75,KQ42,A87,Q8542,K9,653,J43,AJ6,T83,97,QT652,K97,Q642,AJT8,K9
687,6,KQ,T987,942,KJ73,JT8,AJ543,A87,98,765,-,KQJ65,AT654,A9432,KQ62,T3,Q2
688,10,4,AQ543,KT73,T64,AKJT9,KT2,A82,A5,Q752,96,J95,K932,863,J87,Q64,QJ87
